categoryid,parentid,categoryname,categoryorder,categoryvisible,alternateurl,lastmodified,category_displaymode,subcategory_displaymode1,display_columns,display_rows,display_showlistprice,display_showyousave,display_showdescriptionshort,display_showavailability,display_featuredproductsonly,rootid,metatag_title,metatag_description,default_sortby,link_title_tag,category_graphic_placement,filtercategory,categorydescriptionshort,categorydescription,metatag_keywords,categorydescription_belowproducts,custom_where_clause,hidden,breadcrumb,photoseed,subcategory_displaymode1_responsive,subcategory_displaycolumns_responsive
1,0,ALL MEN'S SHOES,4,1,,10/5/2016 14:03,2,1,3,50,N,N,Y,N,N,1,,,Newest,ALL MEN'S SHOES,TOP,N,,,,,,N,,1463488533,,4
2,1,Boots,0,,,9/13/2016 13:21,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Boots,TOP,N,,,,,,N,ALL MEN'S SHOES,,,3
5,34,Dress Slip-On,0,,,5/9/2016 14:19,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Dress_Slip_On,TOP,N,,,,,,N,ALL MEN'S SHOES > Dress Shoes,,1,3
6,34,Dress Tie,0,,,5/9/2016 14:20,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Dress_Tie,TOP,N,,,,,,N,ALL MEN'S SHOES > Dress Shoes,,1,3
7,0,ALL WOMEN'S SHOES,3,1,,10/5/2016 14:01,2,1,4,50,N,N,Y,N,N,7,"Reyers has an excellent selection of Womens Shoes, Sandals, Boots, and more.  Ugg, Bearpaw, you name it","Reyers has an excellent selection of Womens Shoes, Sandals, Boots, and more.  Ugg, Bearpaw, you name it",Newest,ALL WOMEN'S SHOES,TOP,N,,,"Womens shoes, boots, sandals, pumps, heels, slippers",,,N,,1469778797,,4
8,7,Clogs,3,,,5/9/2016 13:12,2,1,3,50,Y,Y,Y,N,N,7,,,Newest,Womens_Clogs,TOP,N,,,,,,N,ALL WOMEN'S SHOES,,1,3
9,7,Evening,4,,,5/9/2016 13:13,2,1,3,50,Y,Y,Y,N,N,7,,,Newest,Womens_Evening_Shoes,TOP,N,,,,,,N,ALL WOMEN'S SHOES,,1,3
13,7,Boots,1,,,10/5/2016 14:01,2,1,3,50,Y,Y,Y,N,N,7,,,Newest,Womens_Boots,TOP,N,,,,,,N,ALL WOMEN'S SHOES,,1,4
14,13,Dress Boots,0,,,5/9/2016 13:10,2,1,3,5,Y,Y,Y,N,N,7,,,Newest,Womens_Dress_Boots,TOP,N,,,,,,N,ALL WOMEN'S SHOES > Boots,,1,3
15,13,Cold Weather,0,,,5/9/2016 13:10,2,1,3,5,Y,Y,Y,N,N,7,,,Newest,Womens_Cold_Weather_Boots,TOP,N,,,,,,N,ALL WOMEN'S SHOES > Boots,,1,3
16,13,Western Boots,0,,,5/9/2016 13:11,2,1,3,5,Y,Y,Y,N,N,7,,,Newest,Womens_Western_Boots,TOP,N,,,,,,N,ALL WOMEN'S SHOES > Boots,,1,3
19,7,Casual,2,,,5/9/2016 13:11,2,1,3,50,Y,Y,Y,N,N,7,,,Newest,Womens_Casual_Shoes,TOP,N,,,,,,N,ALL WOMEN'S SHOES,,1,3
29,7,Sandals,10,,,5/9/2016 13:13,2,1,3,50,Y,Y,Y,N,N,7,,,Newest,Womens_Sandals,TOP,N,,,,,,N,ALL WOMEN'S SHOES,,1,3
32,7,Slippers,9,,,5/9/2016 13:13,2,1,3,50,Y,Y,Y,N,N,7,,,Newest,Womens_Slippers,TOP,N,,,,,,N,ALL WOMEN'S SHOES,,1,3
33,1,Casual Shoes,0,,,5/9/2016 14:19,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Casual_Shoes,TOP,N,,,,,,N,ALL MEN'S SHOES,,1,3
34,1,Dress Shoes,0,,,9/13/2016 13:22,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Dress_Shoes,TOP,N,,,,,,N,ALL MEN'S SHOES,,,3
35,1,Athletic Shoes,0,,,10/5/2016 14:05,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Athletic_Shoes,TOP,N,,,,,,N,ALL MEN'S SHOES,1463488648,,4
36,35,Running,1,,,5/9/2016 14:18,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Running,TOP,N,,,,,,N,ALL MEN'S SHOES > Athletic Shoes,,1,3
38,35,Walking,1,,,5/9/2016 14:18,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Walking,TOP,N,,,,,,N,ALL MEN'S SHOES > Athletic Shoes,,1,3
39,7,Athletics,0,,,10/5/2016 13:42,2,1,3,50,Y,Y,Y,N,N,7,,,Newest,Womens_Athletic_Shoes,TOP,N,,,,,,N,ALL WOMEN'S SHOES,1463488681,,4
40,39,Running,0,,,5/9/2016 13:07,2,1,3,5,Y,Y,Y,N,N,7,,,Newest,Womens_Running,TOP,N,,,,,,N,ALL WOMEN'S SHOES > Athletics,,1,3
41,39,Cross Trainers,0,,,5/9/2016 13:06,2,1,3,5,Y,Y,Y,N,N,7,,,Newest,Womens_Cross_Trainers,TOP,N,,,,,,N,ALL WOMEN'S SHOES > Athletics,,1,3
42,39,Walking,0,,,5/9/2016 13:08,2,1,3,5,Y,Y,Y,N,N,7,,,Newest,Womens_Walking,TOP,N,,,,,,N,ALL WOMEN'S SHOES > Athletics,,1,3
50,1,Sandals,2,,,5/9/2016 14:20,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Sandals,TOP,N,,,,,,N,ALL MEN'S SHOES,,1,3
51,35,Cross Training,1,,,5/9/2016 14:17,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Cross_Training,TOP,N,,,,,,N,ALL MEN'S SHOES > Athletic Shoes,,1,3
52,1,Slippers,3,,,5/9/2016 14:20,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Slippers,TOP,N,,,,,,N,ALL MEN'S SHOES,,1,3
59,39,Tennis,0,,,5/9/2016 13:07,2,1,3,5,Y,Y,Y,N,N,7,,,Newest,Womens_Tennis,TOP,N,,,,,,N,ALL WOMEN'S SHOES > Athletics,,1,3
66,0,Gift Cards,8,1,,9/13/2016 13:18,2,1,3,5,N,N,Y,N,N,66,,,Newest,Gift Card,TOP,N,"<p> </p> <p>Having trouble finding a gift for that hard to shop for person?   Get them a Reyers Gift</p> <p>Card, the gift that always fits.</p> <p></p> <p> </p>",,,,,N,,1463488621,,3
73,0,ACCESSORIES,7,1,,10/5/2016 14:06,2,1,3,5,N,N,N,N,N,73,,,Newest,ACCESSORIES,TOP,Y,,,,,,N,,1469778649,,4
75,35,Basketball Shoes,0,,,5/9/2016 14:17,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Basketball_Shoes,TOP,N,,,,,,N,ALL MEN'S SHOES > Athletic Shoes,,1,3
105,2,Steel Toe,1,,,5/9/2016 14:19,2,1,3,50,N,N,Y,N,N,1,,,Newest,Mens_Steel_Toe_Boots,TOP,N,,,,,,N,ALL MEN'S SHOES > Boots,,1,3
106,0,,100,S,,10/5/2016 13:58,6,1,4,3,Y,,N,N,N,106,,,Newest,,,,,,,,,,,,1,3
107,0,Mens Width,1,8,,6/30/2014 0:03,2,1,3,5,N,N,Y,N,,107,,,,,,Y,,,,,,Y,,,1,3
108,107,AAA,,,,7/8/2015 16:02,2,1,3,5,N,N,N,N,,107,,,,AAA Width,,N,,,,,,Y,Mens Width,,1,3
109,107,AA,,,,7/8/2015 16:02,2,1,3,5,N,N,N,N,,107,,,,AA Width,,N,,,,,,Y,Mens Width,,1,3
110,107,A,,,,7/8/2015 16:01,2,1,3,5,N,N,N,N,,107,,,,A Width,,Y,,,,,,Y,Mens Width,,1,3
111,107,B (N),,,,7/8/2015 16:02,2,1,3,5,N,N,N,N,,107,,,,B(N) Width,,N,,,,,,Y,Mens Width,,1,3
112,107,C,,,,7/8/2015 16:02,2,1,3,5,N,N,N,N,,107,,,,C Width,,N,,,,,,Y,Mens Width,,1,3
113,107,D (M),,,,7/8/2015 16:02,2,1,3,5,N,N,N,N,,107,,,,D(M) Width,,N,,,,,,Y,Mens Width,,1,3
114,107,E (W),,,,7/8/2015 16:02,2,1,3,5,N,N,N,N,,107,,,,E(W) Width,,N,,,,,,Y,Mens Width,,1,3
115,107,EE (XW),,,,7/8/2015 16:03,2,1,3,5,N,N,N,N,,107,,,,EE(XW) Width,,N,,,,,,Y,Mens Width,,1,3
116,107,EEE (WW),,,,7/8/2015 16:03,2,1,3,5,N,N,N,N,,107,,,,EEE(WW) Width,,N,,,,,,Y,Mens Width,,1,3
117,107,EEEE (WWW),,,,7/8/2015 16:03,2,1,3,5,N,N,N,N,,107,,,,EEEE(WWW) Width,,N,,,,,,Y,Mens Width,,1,3
118,107,EEEEE,,,,7/8/2015 16:03,2,1,3,5,N,N,Y,N,,107,,,,EEEEE Width,,N,,,,,,Y,Mens Width,,1,3
119,107,EEEEEE,,,,7/8/2015 16:03,2,1,3,5,N,N,N,N,,107,,,,EEEEEE Width,,N,,,,,,Y,Mens Width,,1,3
120,0,Womens Width,2,8,,6/29/2014 23:12,2,1,3,5,N,N,N,N,,120,,,,,,Y,,,,,,Y,,,1,3
121,120,SS (AAAA),,,,7/8/2015 15:35,2,1,3,5,N,N,N,N,,120,,,,SS(AAAA) Width,,N,,,,,,Y,Womens Width,,1,3
122,120,S (AAA),,,,7/8/2015 15:38,2,1,3,5,N,N,N,N,,120,,,,S(AAA) Width,,N,,,,,,Y,Womens Width,,1,3
123,120,N (AA),,,,7/8/2015 15:35,2,1,3,5,N,N,N,N,,120,,,,N(AA) Width,,N,,,,,,Y,Womens Width,,1,3
124,120,M (B),,,,7/8/2015 15:34,2,1,3,5,N,N,N,N,,120,,,,M(B) Width,,Y,,,,,,Y,Womens Width,,1,3
125,120,"W (C,D)",,,,7/8/2015 15:36,2,1,3,5,N,N,N,N,,120,,,,"W(C,D) Width",,N,,,,,,Y,Womens Width,,1,3
126,120,"WW (E,EE)",,,,7/8/2015 15:36,2,1,3,5,N,N,N,N,,120,,,,"WW(E,EE) Width",,N,,,,,,Y,Womens Width,,1,3
127,120,WWW (EEE),,,,7/8/2015 15:36,2,1,3,5,N,N,N,N,,120,,,,WWW(EEE) Width,,N,,,,,,Y,Womens Width,,1,3
128,120,WWWW (EEEE),,,,7/8/2015 15:36,2,1,3,5,N,N,N,N,,120,,,,WWWW(EEEE) Width,,N,,,,,,Y,Womens Width,,1,3
129,0,Size,0,8,,6/30/2014 11:01,2,1,3,5,N,N,N,N,,129,,,,,,Y,,,,,,Y,,,1,3
130,129,2,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
131,129,3,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
132,129,3.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
133,129,4,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
134,129,4.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
135,129,5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
136,129,5.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
137,129,6,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
138,129,6.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
139,129,7,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
140,129,7.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
141,129,8,100,,,6/29/2014 23:15,2,1,3,5,N,N,N,N,,129,,,,,,N,,,,,,Y,Size,,1,3
142,129,8.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
143,129,9,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
144,129,9.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
145,129,10,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
146,129,10.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
147,129,11,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,Y,,,,,,Y,Size,,1,3
148,129,11.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
149,129,12,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
150,129,12.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
151,129,13,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
152,129,13.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
153,129,14,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
154,129,14.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
155,129,15,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
156,129,15.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
157,129,16,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
158,129,16.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
159,129,17,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
160,129,17.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
161,129,18,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
162,129,18.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
163,129,19,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
164,129,20,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
165,129,20.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
166,129,21,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
167,129,21.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
168,129,22,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
169,129,22.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
170,129,23,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
171,129,23.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
172,129,24,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
173,129,24.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
174,129,25,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
175,129,25.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
176,129,26,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
177,129,26.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
178,129,27,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
179,129,27.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
180,129,28,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
181,129,28.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
182,129,29,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
183,129,29.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
184,129,30,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
185,129,30.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
186,129,31,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
187,129,31.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
188,129,32,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
189,129,32.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
190,129,33,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
191,129,33.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
192,129,34,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
193,129,34.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
194,129,35,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
195,129,35.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
196,129,36,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
197,129,36.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
198,129,37,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
199,129,37.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
200,129,38,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
201,129,38.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
202,129,39,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
203,129,39.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
204,129,40,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
205,129,40.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
206,129,41,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
207,129,41.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
208,129,42,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
209,129,42.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
210,129,43,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
211,129,43.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
212,129,44,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
213,129,44.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
214,129,45,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
215,129,45.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
216,129,46,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
217,129,46.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
218,129,47,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
219,129,47.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
220,129,48,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
221,129,48.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
222,129,49,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
223,129,49.5,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
224,129,50,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
225,129,51,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
226,129,52,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
227,129,53,100,,,6/30/2014 0:06,2,1,3,5,N,N,N,N,,129,,,,,,,,,,,,Y,Size,,1,3
231,0,,100,H,,7/1/2014 0:20,6,,4,2,Y,,,N,Y,231,,,,,,,,,,,,,,,0,3
